1992.1762295    79.57    0
2000.8920765    81    1
2002.0260274    79.5    0
2014.0315068    79.57193678    0.087198256
2014.1602740    79.57810103    0.167589450
2014.2452055    79.49788703    0.066399782
2015.2095890    79.61085255    0.125272170
2015.2123288    79.57160853    0.150618290
2016.9822404    79.63690888    0.056263331
2016.9823543    79.62887486    0.066956113
2017.1301370    79.26317674    0.101284690
2017.1302511    79.61346680    0.072199916
2017.2041096    79.61346680    0.072199916
2018.0561644    79.61346680    0.072199916
2018.2205479    79.43253643    0.164545850
2019.1575342    79.60310021    0.112946190
2019.2616438    79.61346680    0.072199916
2020.0040984    79.54552875    0.102644830
2020.0560109    79.57940603    0.104839760
2020.0561248    79.59840367    0.106891840
2020.0587432    79.54575828    0.100656940
2020.0588570    79.59840367    0.106891840
2020.0642077    79.38549340    0.079042830
2020.0643215    79.49834420    0.084017336
2020.0833333    79.60071863    0.206867420
2020.1625683    79.61346680    0.072199916
2020.2090164    79.52744707    0.055533922
2020.2226776    79.56933527    0.093114148
